Player,height,weight,collage,born,birth_city,birth_state
Mike Scott,203.0,107.0,University of Virginia,1988.0,Chesapeake,Virginia
Tornike Shengelia,206.0,98.0,,1991.0,Tbilisi,Georgia
Alexey Shved,198.0,86.0,,1988.0,Belgorod,Russia
Henry Sims,208.0,112.0,Georgetown University,1990.0,Baltimore,Maryland
Kyle Singler,203.0,103.0,Duke University,1988.0,Medford,Oregon
Jared Sullinger,206.0,117.0,Ohio State University,1992.0,Columbus,Ohio
Jeffery Taylor,193.0,79.0,Texas Tech University,1960.0,Blytheville,Arkansas
Tyshawn Taylor,190.0,83.0,University of Kansas,1990.0,Hoboken,New Jersey
Marquis Teague,188.0,85.0,University of Kentucky,1993.0,Indianapolis,Indiana
Mirza Teletovic,206.0,109.0,,1985.0,Mostar,Bosnia and Herzegovina
Jonas Valanciunas,213.0,120.0,,1992.0,Utena,Lithuania
Jarvis Varnado,206.0,104.0,Mississippi State University,1988.0,Fairfax,Virginia
Dion Waiters,193.0,102.0,Syracuse University,1991.0,Philadelphia,Pennsylvania
Maalik Wayns,188.0,90.0,Villanova University,1991.0,Philadelphia,Pennsylvania
Tony Wroten,198.0,92.0,University of Washington,1993.0,Seattle,Washington
Luke Zeller,211.0,111.0,University of Notre Dame,1987.0,Ames,Iowa
Tyler Zeller,213.0,114.0,University of North Carolina,1990.0,Visalia,California
Steven Adams,213.0,115.0,University of Pittsburgh,1993.0,Rotorua,New Zealand
Giannis Antetokounmpo,211.0,100.0,,1994.0,Athens,Greece
Pero Antic,211.0,117.0,,1982.0,Skopje,FYR Macedonia
Chris Babb,196.0,102.0,Iowa State University,1990.0,Arlington,Texas
Anthony Bennett,203.0,111.0,"University of Nevada, Las Vegas",1993.0,Toronto,Canada
Vander Blue,193.0,90.0,Marquette University,1992.0,Milwaukee,Wisconsin
Lorenzo Brown,196.0,85.0,North Carolina State University,1990.0,Roswell,Georgia
Reggie Bullock,201.0,92.0,University of North Carolina,1991.0,Baltimore,Maryland
Trey Burke,185.0,86.0,University of Michigan,1992.0,Columbus,Ohio
Dwight Buycks,190.0,86.0,Marquette University,1989.0,Milwaukee,Wisconsin
Nick Calathes,198.0,96.0,University of Florida,1989.0,Casselberry,Florida
Kentavious Caldwell-Pope,196.0,92.0,University of Georgia,1993.0,Thomaston,Georgia
Isaiah Canaan,183.0,91.0,Murray State University,1991.0,Biloxi,Mississippi
Michael Carter-Williams,198.0,86.0,Syracuse University,1991.0,Hamilton,Massachusetts
Dionte Christmas,196.0,92.0,Temple University,1986.0,Philadelphia,Pennsylvania
Ian Clark,190.0,79.0,Belmont University,1991.0,Memphis,Tennessee
Robert Covington,206.0,97.0,Tennessee State University,1990.0,Bellwood,Illinois
Allen Crabbe,198.0,95.0,University of California,1992.0,Los Angeles,California
Seth Curry,188.0,83.0,Duke University,1990.0,Charlotte,North Carolina
Troy Daniels,193.0,92.0,Virginia Commonwealth University,1991.0,Roanoke,Virginia
Luigi Datome,203.0,97.0,,1987.0,Montebelluna,Italy
Brandon Davies,208.0,108.0,Brigham Young University,1991.0,Philadelphia,Pennsylvania
Dewayne Dedmon,213.0,111.0,University of Southern California,1989.0,Lancaster,California
Matthew Dellavedova,193.0,89.0,Saint Mary's College of California,1990.0,Maryborough,Australia
Gorgui Dieng,211.0,109.0,University of Louisville,1990.0,Kebemer,Senegal
Shane Edwards,201.0,99.0,University of Arkansas at Little Rock,1987.0,Los Angeles,California
Vitor Faverani,211.0,117.0,,1988.0,Porto Alegre,Brazil
Carrick Felix,198.0,91.0,Arizona State University,1990.0,Las Vegas,Arizona
Jamaal Franklin,196.0,86.0,San Diego State University,1991.0,Moreno Valley,California
Rudy Gobert,216.0,111.0,,1992.0,Saint-Quentin,France
Archie Goodwin,196.0,90.0,University of Kentucky,1994.0,Little Rock,Arkansas
Jorge Gutierrez,190.0,86.0,University of California,1988.0,Chihuahua,Mexico
Justin Hamilton,213.0,117.0,Louisiana State University,1990.0,Newport Beach,California
Elias Harris,203.0,108.0,Gonzaga University,1989.0,Speyer,Germany
Solomon Hill,201.0,102.0,University of Arizona,1991.0,Los Angeles,California
Scotty Hopson,201.0,92.0,University of Tennessee,1989.0,Hopkinsville,Kentucky
Robbie Hummel,203.0,97.0,Purdue University,1989.0,Valparaiso,Indiana
Sergey Karasev,201.0,94.0,,1993.0,St. Petersburg,Russia
Ryan Kelly,211.0,104.0,Duke University,1991.0,Carmel,New York
Ognjen Kuzmic,216.0,113.0,,1990.0,Doboj,Bosnia and Herzegovina
Shane Larkin,180.0,79.0,University of Miami,1992.0,Cincinnati,Ohio
Ricky Ledo,201.0,88.0,,1992.0,Providence,Rhode Island
Alex Len,216.0,117.0,University of Maryland,1993.0,Antratsit,Ukraine
Ray McCallum,190.0,86.0,University of Detroit Mercy,1991.0,Madison,Wisconsin
C.J. McCollum,190.0,86.0,,1991.0,,
Ben McLemore,196.0,88.0,University of Kansas,1993.0,St. Louis,Missouri
Gal Mekel,190.0,86.0,Wichita State University,1988.0,Petah Tikva,Israel
Tony Mitchell,201.0,92.0,Purdue University,1966.0,Toledo,Ohio
Shabazz Muhammad,198.0,101.0,"University of California, Los Angeles",1992.0,Los Angeles,California
Erik Murphy,208.0,104.0,University of Florida,1990.0,Lyon,France
Toure' Murry,196.0,88.0,Wichita State University,1989.0,Houston,Texas
Mike Muscala,211.0,108.0,Bucknell University,1991.0,St. Louis Park,Minnesota
Nemanja Nedovic,190.0,87.0,,1991.0,Nova Varos,Serbia
James Nunnally,201.0,92.0,"University of California, Santa Barbara",1990.0,San Jose,California
Victor Oladipo,193.0,95.0,Indiana University,1992.0,Silver Spring,Maryland
Kelly Olynyk,213.0,107.0,Gonzaga University,1991.0,Toronto,Canada
Arinze Onuaku,206.0,115.0,Syracuse University,1987.0,Lanham,Maryland
Mason Plumlee,211.0,111.0,Duke University,1990.0,Fort Wayne,Indiana
Otto Porter,203.0,89.0,Georgetown University,1993.0,St. Louis,Missouri
Phil Pressey,180.0,79.0,University of Missouri,1991.0,Dallas,Texas
Miroslav Raduljica,213.0,113.0,,1988.0,Belgrade,Serbia
Andre Roberson,196.0,83.0,Oral Roberts University,1955.0,Chattanooga,Tennessee
Dennis Schroder,185.0,78.0,,1993.0,Braunschweig,Germany
Peyton Siva,183.0,83.0,University of Louisville,1990.0,Seattle,Washington
Tony Snell,201.0,90.0,University of New Mexico,1991.0,Riverside,California
James Southerland,203.0,97.0,Syracuse University,1990.0,Queens,New York
D.J. Stephens,203.0,97.0,,1990.0,,
Adonis Thomas,201.0,90.0,University of Memphis,1993.0,Memphis,Tennessee
Hollis Thompson,203.0,93.0,Georgetown University,1991.0,Pasadena,California
Casper Ware,178.0,79.0,"California State University, Long Beach",1990.0,Cerritos,California
Royce White,203.0,95.0,University of South Alabama,1959.0,Tuskegee,Alabama
Jeff Withey,213.0,104.0,University of Kansas,1990.0,San Diego,California
Nate Wolters,193.0,86.0,South Dakota State University,1991.0,St. Cloud,Minnesota
Cody Zeller,213.0,108.0,Indiana University,1992.0,Washington,Indiana
Jordan Adams,196.0,94.0,"University of California, Los Angeles",1994.0,Atlanta,Georgia
Furkan Aldemir,208.0,108.0,,1991.0,Konak,Turkey
Kyle Anderson,206.0,104.0,"University of California, Los Angeles",1993.0,New York,New York
Cameron Bairstow,206.0,113.0,University of New Mexico,1990.0,Brisbane,Australia
Jerrelle Benimon,203.0,111.0,Towson University,1991.0,Warrenton,Virginia
Sim Bhullar,226.0,163.0,New Mexico State University,1992.0,Ontario,Canada
Tarik Black,206.0,113.0,University of Kansas,1991.0,Memphis,Tennessee
Bojan Bogdanovic,198.0,92.0,,1992.0,Belgrade,Serbia
Jabari Brown,193.0,97.0,University of Missouri,1992.0,Oakland,California
Markel Brown,190.0,83.0,Murray State University,1974.0,West Memphis,Arkansas
Bruno Caboclo,206.0,98.0,,1995.0,Osasco,Brazil
Clint Capela,206.0,98.0,,1995.0,,
Will Cherry,183.0,83.0,University of Montana,1991.0,Oakland,California
Patrick Christopher,196.0,94.0,University of California,1988.0,Compton,California
Jordan Clarkson,196.0,87.0,University of Missouri,1992.0,Tampa,Florida
Jack Cooley,206.0,117.0,University of Notre Dame,1991.0,Evanston,Illinois
Bryce Cotton,185.0,74.0,Providence College,1992.0,Tucson,Arizona
Andre Dawkins,196.0,97.0,Duke University,1991.0,Fairfax,Virginia
Spencer Dinwiddie,198.0,90.0,University of Colorado,1993.0,Los Angeles,California
Zoran Dragic,196.0,90.0,,1989.0,Ljubljana,Slovenia
Cleanthony Early,203.0,95.0,Wichita State University,1991.0,Middletown,New York
James Ennis,201.0,95.0,"California State University, Long Beach",1990.0,Ventura,California
Tyler Ennis,190.0,87.0,Syracuse University,1994.0,Brampton,Canada
Dante Exum,198.0,86.0,,1995.0,Melbourne,Australia
Tim Frazier,185.0,77.0,Pennsylvania State University,1990.0,Houston,Texas
Langston Galloway,188.0,90.0,Saint Joseph's University,1991.0,Baton Rouge,Louisiana
Aaron Gordon,206.0,99.0,University of Arizona,1995.0,San Jose,California
Drew Gordon,206.0,111.0,University of New Mexico,1990.0,San Jose,California
Jerami Grant,203.0,95.0,Syracuse University,1994.0,Portland,Oregon
Erick Green,193.0,83.0,Virginia Polytechnic Institute and State University,1991.0,Inglewood,California
JaMychal Green,206.0,102.0,University of Alabama,1990.0,Montgomery,Alabama
P.J. Hairston,206.0,102.0,,1990.0,,
Gary Harris,193.0,95.0,Michigan State University,1994.0,Fishers,Indiana
Joe Harris,198.0,99.0,University of Virginia,1991.0,Chelan,Washington
Rodney Hood,203.0,93.0,Duke University,1992.0,Meridian,Mississippi
Joe Ingles,203.0,102.0,,1987.0,Happy Valley,Australia
Cory Jefferson,206.0,98.0,Baylor University,1990.0,Tacoma,Washington
Grant Jerrett,208.0,106.0,University of Arizona,1993.0,Costa Mesa,California
Nick Johnson,190.0,91.0,University of Arizona,1992.0,Tempe,Arizona
Tyler Johnson,193.0,84.0,"California State University, Fresno",1992.0,Grand Forks,North Dakota
Sean Kilpatrick,193.0,95.0,University of Cincinnati,1990.0,Yonkers,New York
Alex Kirk,213.0,111.0,University of New Mexico,1991.0,Los Alamos,New Mexico
Joffrey Lauvergne,211.0,99.0,,1991.0,Mulhouse,France
Zach LaVine,196.0,85.0,"University of California, Los Angeles",1995.0,Renton,Washington
Kalin Lucas,185.0,88.0,Michigan State University,1989.0,Sterling Heights,Michigan
Devyn Marble,198.0,90.0,University of Iowa,1992.0,Southfield,Michigan
James Michael,198.0,90.0,,1992.0,,
K.J. McDaniels,198.0,90.0,,1992.0,,
Doug McDermott,203.0,102.0,Creighton University,1992.0,Grand Forks,North Dakota
Mitch McGary,208.0,115.0,University of Michigan,1992.0,Chesterton,Indiana
Jerel McNeal,190.0,90.0,Marquette University,1987.0,Chicago,Illinois
Elijah Millsap,198.0,102.0,University of Alabama at Birmingham,1987.0,Grambling,Louisiana
Nikola Mirotic,208.0,99.0,,1991.0,Podgorica,Montenegro
Eric Moreland,208.0,107.0,Oregon State University,1991.0,Houston,Texas
Shabazz Napier,185.0,79.0,University of Connecticut,1991.0,Roxbury,Massachusetts
Nerlens Noel,211.0,103.0,University of Kentucky,1994.0,Malden,Massachusetts
Lucas Nogueira,213.0,109.0,,1992.0,Sao Goncalo,Brazil
Jusuf Nurkic,213.0,127.0,,1994.0,Tuzla,Bosnia and Herzegovina
Johnny O'Bryant,206.0,116.0,Louisiana State University,1993.0,Cleveland,Mississippi
Kostas Papanikolaou,203.0,102.0,,1990.0,Trikala,Greece
Jabari Parker,203.0,113.0,Duke University,1995.0,Chicago,Illinois
Adreian Payne,208.0,107.0,Michigan State University,1991.0,Dayton,Ohio
Elfrid Payton,193.0,83.0,University of Louisiana at Lafayette,1994.0,Gretna,Louisiana
Dwight Powell,211.0,108.0,Stanford University,1991.0,Toronto,Canada
Julius Randle,206.0,113.0,University of Kentucky,1994.0,Dallas,Texas
Damjan Rudez,208.0,103.0,,1986.0,Zagreb,Croatia
JaKarr Sampson,211.0,106.0,University of California,1983.0,Inglewood,California
Marcus Smart,193.0,99.0,Oklahoma State University,1994.0,Flower Mound,Texas
Russ Smith,183.0,74.0,University of Louisville,1991.0,New York,New York
Nik Stauskas,198.0,92.0,University of Michigan,1993.0,Mississauga,Canada
David Stockton,180.0,74.0,Gonzaga University,1991.0,Spokane,Washington
Jarnell Stokes,206.0,119.0,University of Tennessee,1994.0,Memphis,Tennessee
Noah Vonleh,208.0,108.0,Indiana University,1995.0,Haverhill,Massachusetts
T.J. Warren,208.0,108.0,,1995.0,,
David Wear,208.0,104.0,"University of California, Los Angeles",1990.0,Long Beach,California
Travis Wear,208.0,104.0,"University of California, Los Angeles",1990.0,Long Beach,California
Shayne Whittington,211.0,113.0,Western Michigan University,1991.0,Paw Paw,Michigan
Andrew Wiggins,203.0,90.0,University of Kansas,1995.0,Toronto,Canada
C.J. Wilcox,203.0,90.0,,1995.0,,
James Young,198.0,97.0,University of Kentucky,1995.0,Flint,Michigan
Cliff Alexander,203.0,111.0,University of Kansas,1995.0,Chicago,Illinois
Justin Anderson,198.0,103.0,University of Virginia,1993.0,Montross,Virginia
Thanasis Antetokounmpo,201.0,92.0,,1992.0,Athens,Greece
Keith Appling,185.0,83.0,Michigan State University,1992.0,Detroit,Michigan
Nemanja Bjelica,208.0,108.0,,1988.0,Belgrade,Serbia
Devin Booker,198.0,93.0,University of Kentucky,1996.0,Grand Rapids,Michigan
Anthony Brown,206.0,111.0,DePaul University,1981.0,Chicago,Illinois
Willie Cauley-Stein,213.0,108.0,University of Kentucky,1993.0,Spearville,Kansas
Rakeem Christmas,206.0,113.0,Syracuse University,1991.0,Irvington,New Jersey
Coty Clarke,201.0,105.0,University of Arkansas,1992.0,Antioch,Tennessee
Pat Connaughton,196.0,93.0,University of Notre Dame,1993.0,Arlington,Massachusetts
Branden Dawson,198.0,102.0,Michigan State University,1993.0,Gary,Indiana
Bryce Dejean-Jones,198.0,94.0,Iowa State University,1992.0,Los Angeles,California
Sam Dekker,206.0,104.0,University of Wisconsin,1994.0,Sheboygan,Wisconsin
Duje Dukan,206.0,99.0,University of Wisconsin,1991.0,Split,Croatia
Jarell Eddie,201.0,98.0,Virginia Polytechnic Institute and State University,1991.0,Tampa,Florida
Cristiano Felicio,208.0,124.0,,1992.0,Pouso Alegre,Brazil
Jerian Grant,203.0,95.0,Syracuse University,1994.0,Portland,Oregon
Montrezl Harrell,203.0,108.0,University of Louisville,1994.0,Tarboro,North Carolina
Aaron Harrison,198.0,95.0,University of Kentucky,1994.0,San Antonio,Texas
Mario Hezonja,203.0,97.0,,1995.0,Dubrovnik,Croatia
Darrun Hilliard,198.0,92.0,Villanova University,1993.0,Bethlehem,Pennsylvania
Rondae Hollis-Jefferson,201.0,99.0,University of Arizona,1995.0,Chester,Pennsylvania
Richaun Holmes,208.0,111.0,Bowling Green State University,1993.0,Lockport,Illinois
Marcelo Huertas,190.0,90.0,,1983.0,Sao Paulo,Brazil
Josh Huestis,201.0,104.0,Stanford University,1991.0,Webster,Texas
R.J. Hunter,201.0,104.0,,1991.0,,
Damien Inglis,203.0,111.0,,1995.0,Cayenne,French Guiana
Stanley Johnson,203.0,99.0,Murray State University,1944.0,Clairton,Pennsylvania
Nikola Jokic,208.0,113.0,,1995.0,Sombor,Serbia
Tyus Jones,188.0,88.0,Duke University,1996.0,Burnsville,Minnesota
Frank Kaminsky,213.0,109.0,University of Wisconsin,1993.0,Winfield,Illinois
Sasha Kaun,211.0,117.0,University of Kansas,1985.0,Tomsk,Russia
Kevon Looney,206.0,99.0,"University of California, Los Angeles",1996.0,Milwaukee,Wisconsin
Trey Lyles,208.0,106.0,University of Kentucky,1995.0,Saskatoon,Canada
Boban Marjanovic,221.0,131.0,,1988.0,Zajecar,Serbia
Jarell Martin,208.0,108.0,Louisiana State University,1994.0,Baton Rouge,Louisiana
T.J. McConnell,208.0,108.0,,1994.0,,
Chris McCullough,211.0,90.0,Syracuse University,1995.0,Bronx,New York
Jordan McRae,198.0,83.0,University of Tennessee,1991.0,Savannah,Georgia
Salah Mejri,216.0,111.0,,1986.0,Jendouba,Tunisia
Jordan Mickey,203.0,106.0,Louisiana State University,1994.0,Dallas,Texas
Luis Montero,201.0,83.0,Westchester CC,1993.0,Santo Domingo,Dominican Republic
Emmanuel Mudiay,196.0,90.0,,1996.0,Kinshasa,Democratic Republic of the Congo
Xavier Munford,196.0,90.0,,1996.0,,
Raul Neto,185.0,81.0,,1992.0,Belo Horizonte,Brazil
J.J. O'Brien,185.0,81.0,,1992.0,,
Jahlil Okafor,211.0,124.0,Duke University,1995.0,Chicago,Illinois
Kelly Oubre,201.0,92.0,University of Kansas,1995.0,New Orleans,Louisiana
Lamar Patterson,196.0,102.0,University of Pittsburgh,1991.0,Lancaster,Pennsylvania
Cameron Payne,190.0,83.0,Murray State University,1994.0,Memphis,Tennessee
Tibor Pleiss,221.0,116.0,,1989.0,Bergisch Gladbach,Germany
Bobby Portis,211.0,104.0,University of Arkansas,1995.0,Little Rock,Arkansas
Kristaps Porzingis,221.0,108.0,,1995.0,Liepaja,Latvia
Norman Powell,193.0,97.0,"University of California, Los Angeles",1993.0,San Diego,California
Willie Reed,206.0,106.0,Grambling State University,1942.0,Hico,Louisiana
Josh Richardson,198.0,90.0,University of Tennessee,1993.0,Edmond,Oklahoma
Terry Rozier,188.0,86.0,University of Louisville,1994.0,Youngstown,Ohio
D'Angelo Russell,188.0,86.0,,1994.0,,
Jonathon Simmons,185.0,83.0,New York University,1924.0,Birmingham,Alabama
Alex Stepheson,208.0,122.0,University of Southern California,1987.0,Los Angeles,California
Walter Tavares,221.0,117.0,,1992.0,Maio,Cape Verde
Axel Toupane,201.0,89.0,,1992.0,Mulhouse,France
Karl-Anthony Towns,213.0,110.0,University of Kentucky,1995.0,Edison,New Jersey
Myles Turner,211.0,110.0,University of Texas at Austin,1996.0,Bedford,Texas
Rashad Vaughn,198.0,91.0,"University of Nevada, Las Vegas",1996.0,Minneapolis,Minnesota
Briante Weber,188.0,74.0,Virginia Commonwealth University,1992.0,Chesapeake,Virginia
Alan Williams,198.0,90.0,Drake University,1948.0,,
Justise Winslow,201.0,102.0,Duke University,1996.0,Houston,Texas
Christian Wood,211.0,99.0,"University of Nevada, Las Vegas",1995.0,Long Beach,California
Delon Wright,196.0,83.0,University of Utah,1992.0,Los Angeles,California
Joe Young,188.0,81.0,University of Oregon,1992.0,Houston,Texas
Alex Abrines,198.0,86.0,,1993.0,Palma de Mallorca,Spain
Ron Baker,193.0,99.0,Wichita State University,1993.0,Hays,Kansas
Wade Baldwin,193.0,91.0,Vanderbilt University,1996.0,Belle Mead,New Jersey
Malik Beasley,196.0,88.0,Florida State University,1996.0,Atlanta,Georgia
DeAndre' Bembry,198.0,95.0,Saint Joseph's University,1994.0,Charlotte,North Carolina
Dragan Bender,216.0,102.0,,1997.0,Capljina,Bosnia and Herzegovina
Ben Bentil,206.0,106.0,Providence College,1995.0,Ghana,
Davis Bertans,208.0,95.0,,1992.0,Valmiera,Latvia
Joel Bolomboy,206.0,106.0,Weber State University,1994.0,Kiev,Ukraine
Malcolm Brogdon,196.0,97.0,University of Virginia,1992.0,Atlanta,Georgia
Jaylen Brown,193.0,97.0,University of Missouri,1992.0,Oakland,California
Nicolas Brussino,201.0,88.0,,1993.0,Santa Fe,Argentina
Marquese Chriss,208.0,105.0,University of Washington,1997.0,Sacramento,California
Semaj Christon,190.0,86.0,Xavier University,1992.0,Cincinnati,Ohio
Quinn Cook,188.0,83.0,Duke University,1993.0,Washington,District of Columbia
Deyonta Davis,211.0,107.0,Michigan State University,1996.0,Muskegon,Michigan
Malcolm Delaney,190.0,86.0,Virginia Polytechnic Institute and State University,1989.0,Baltimore,Maryland
Cheick Diallo,206.0,99.0,University of Kansas,1996.0,Kayes,Mali
Kris Dunn,193.0,95.0,Providence College,1994.0,New London,Connecticut
Henry Ellenson,211.0,111.0,Marquette University,1997.0,Rice Lake,Wisconsin
Joel Embiid,213.0,113.0,University of Kansas,1994.0,Yaounde,Cameroon
Kay Felder,175.0,79.0,Oakland University,1995.0,Detroit,Michigan
Yogi Ferrell,183.0,81.0,Indiana University,1993.0,Indianapolis,Indiana
Dorian Finney-Smith,203.0,99.0,University of Florida,1993.0,Portsmouth,Virginia
Bryn Forbes,190.0,86.0,Michigan State University,1993.0,Lansing,Michigan
Patricio Garino,198.0,95.0,George Washington University,1993.0,Buenos Aires,Argentina
Michael Gbinije,201.0,90.0,Syracuse University,1992.0,Hartford,Connecticut
Marcus Georges-Hunt,196.0,97.0,Georgia Institute of Technology,1994.0,Miami,Florida
